"beidawlf_01_01","1.1","00:00:00.000","1900-01-02 04:20:00.000","软件及软件工程的相关概念(1)","beidawlf_01_01"
"beidawlf_01_01_01","1.1","00:00:00.000","01:29:00.000","第一讲主要内容概述","beidawlf_01_01_01"
"beidawlf_01_01_02","1.2","01:29:00.000","11:50:00.000","软件的概念","beidawlf_01_01_02"
"beidawlf_01_01_03","1.2","11:50:00.000","17:30:00.000","软件的分类","beidawlf_01_01_03"
"beidawlf_01_01_04","1.2","17:30:00.000","21:40:00.000","软件研究的三个层次","beidawlf_01_01_04"
"beidawlf_01_01_05","1.2","21:40:00.000","1900-01-01 00:18:00.000","软件发展的阶段","beidawlf_01_01_05"
"beidawlf_01_01_06","1.2","1900-01-01 00:18:00.000","1900-01-01 15:06:00.000","软件技术发展的驱动力","beidawlf_01_01_06"
"beidawlf_01_01_07","1.2","1900-01-01 15:06:00.000","1900-01-01 19:34:00.000","软件产业的形成","beidawlf_01_01_07"
"beidawlf_01_01_08","1.2","1900-01-01 19:34:00.000","1900-01-01 22:05:00.000","软件产业的地位","beidawlf_01_01_08"
"beidawlf_01_01_09","1.2","1900-01-01 22:05:00.000","1900-01-02 00:10:00.000","全球软件产业的发展","beidawlf_01_01_09"
"beidawlf_01_01_10","1.2","1900-01-02 00:10:00.000","1900-01-02 01:50:00.000","中国软件产业的现状","beidawlf_01_01_10"
"beidawlf_01_01_11","1.2","1900-01-01 22:05:00.000","1900-01-02 04:20:00.000","中国软件产业发展的瓶颈","beidawlf_01_01_11"
"beidawlf_01_02","1.2","00:00:00.000","1900-01-02 01:15:00.000","软件及软件工程的相关概念(2)","beidawlf_01_02"
"beidawlf_01_02_01","1.2","00:00:00.000","00:25:00.000","课前提要","beidawlf_01_02_01"
"beidawlf_01_02_02","1.1","00:25:00.000","01:50:00.000","软件危机","beidawlf_01_02_02"
"beidawlf_01_02_03","1.1","01:50:00.000","04:30:00.000","软件复杂性的增长","beidawlf_01_02_03"
"beidawlf_01_02_04","1.1","04:30:00.000","05:33:00.000","软件现状——危机仍然存在","beidawlf_01_02_04"
"beidawlf_01_02_05","1.2","05:33:00.000","07:44:00.000","软件工程的诞生","beidawlf_01_02_05"
"beidawlf_01_02_06","1.2","07:44:00.000","08:32:00.000","软件工程的概念","beidawlf_01_02_06"
"beidawlf_01_02_07","1.2","08:32:00.000","11:35:00.000","软件工程范围","beidawlf_01_02_07"
"beidawlf_01_02_08","1.2","11:35:00.000","11:55:00.000","软件工程框架","beidawlf_01_02_08"
"beidawlf_01_02_09","1.2","11:55:00.000","13:09:00.000","软件技术与软件工程","beidawlf_01_02_09"
"beidawlf_01_02_10","1.2","13:09:00.000","15:05:00.000","OSISO/GB软件产品质量模型","beidawlf_01_02_10"
"beidawlf_01_02_11","1.2","15:05:00.000","15:35:00.000","软件方法学的层次","beidawlf_01_02_11"
"beidawlf_01_02_12","1.2","15:35:00.000","19:25:00.000","软件工程发展的主要历程","beidawlf_01_02_12"
"beidawlf_01_02_13","1.2","19:25:00.000","19:40:00.000","软件工程框架","beidawlf_01_02_13"
"beidawlf_01_02_14","1.2","19:40:00.000","22:20:00.000","软件方法学发展回顾","beidawlf_01_02_14"
"beidawlf_01_02_15","1.2","22:20:00.000","1900-01-01 01:15:00.000","对软件工程认识的发展","beidawlf_01_02_15"
"beidawlf_01_02_16","1.2","1900-01-01 01:15:00.000","1900-01-01 13:08:00.000","软件工程研究热点","beidawlf_01_02_16"
"beidawlf_01_02_17","1.2","1900-01-01 13:08:00.000","1900-01-01 15:10:00.000","Internet带来的挑战及新兴研究","beidawlf_01_02_17"
"beidawlf_01_02_18","1.2","1900-01-01 15:10:00.000","1900-01-01 18:43:00.000","未来软件面临的挑战； 开发关注点的变化、对高可信的关注","beidawlf_01_02_18"
"beidawlf_01_02_19","1.2","1900-01-01 18:43:00.000","1900-01-01 20:15:00.000","网构软件及其技术体系","beidawlf_01_02_19"
"beidawlf_01_02_20","1.2","1900-01-01 20:15:00.000","1900-01-02 01:15:00.000","关于本课程的学习","beidawlf_01_02_20"
"beidawlf_01_03","1.2","00:00:00.000","1900-01-01 23:53:00.000","软件工程的相关概念(1)","beidawlf_01_03"
"beidawlf_01_03_01","1.2","00:00:00.000","01:15:00.000","介绍本次课程的内容","beidawlf_01_03_01"
"beidawlf_01_03_02","1.2","01:15:00.000","06:00:00.000","设置本门课程的基本目的","beidawlf_01_03_02"
"beidawlf_01_03_03","1.2","06:00:00.000","10:30:00.000","软件工程的基本知识结构","beidawlf_01_03_03"
"beidawlf_01_03_04","1.2","10:30:00.000","23:35:00.000","本门课程内容简介","beidawlf_01_03_04"
"beidawlf_01_03_05","1.2","23:35:00.000","1900-01-01 01:15:00.000","教科书与教学参考书","beidawlf_01_03_05"
"beidawlf_01_03_06","0","1900-01-01 01:15:00.000","1900-01-01 07:40:00.000","学生成绩评定方法及课程实践说明","beidawlf_01_03_06"
"beidawlf_01_03_07","1.2","1900-01-01 07:40:00.000","1900-01-01 09:03:00.000","软件的定义","beidawlf_01_03_07"
"beidawlf_01_03_08","1.2","1900-01-01 09:03:00.000","1900-01-01 22:35:00.000","软件的特点","beidawlf_01_03_08"
"beidawlf_01_03_09","1.2","1900-01-01 22:35:00.000","1900-01-01 23:53:00.000","软件的种类","beidawlf_01_03_09"
"beidawlf_01_04","1.2","00:00:00.000","1900-01-02 02:52:00.000","软件工程的相关概念(2)","beidawlf_01_04"
"beidawlf_01_04_01","1.2","00:00:00.000","01:22:00.000","软件的种类（承接上）","beidawlf_01_04_01"
"beidawlf_01_04_02","1.2","01:22:00.000","03:05:00.000","软件工程的起源","beidawlf_01_04_02"
"beidawlf_01_04_03","1.2","03:05:00.000","04:24:00.000","软件开发的三阶段：个人程序时期","beidawlf_01_04_03"
"beidawlf_01_04_04","1.2","04:24:00.000","05:38:00.000","软件开发的三阶段：软件作坊时期","beidawlf_01_04_04"
"beidawlf_01_04_05","1.2","05:38:00.000","06:42:00.000","软件开发的三阶段：软件工程时期","beidawlf_01_04_05"
"beidawlf_01_04_06","1.2","06:42:00.000","07:55:00.000","软件工程概念提出","beidawlf_01_04_06"
"beidawlf_01_04_07","1.2","07:55:00.000","10:05:00.000","软件工程的定义","beidawlf_01_04_07"
"beidawlf_01_04_08","1.2","10:05:00.000","13:35:00.000","软件开发的本质和基本手段；软件开发的含义","beidawlf_01_04_08"
"beidawlf_01_04_09","1.2","13:35:00.000","18:17:00.000","软件开发的基本手段； 问题空间与解空间的映射","beidawlf_01_04_09"
"beidawlf_01_04_10","1.2","18:17:00.000","23:50:00.000","软件开发的本质和基本手段：实现映射的基本手段；建模模型的概念与软件系统或项的模型分类","beidawlf_01_04_10"
"beidawlf_01_04_11","1.2","23:50:00.000","1900-01-01 01:26:00.000","软件工程的框架；软件工程的目标","beidawlf_01_04_11"
"beidawlf_01_04_12","1.2","1900-01-01 01:26:00.000","1900-01-01 05:23:00.000","软件工程的框架；软件工程的活动；需求、设计、实现、确认、支持活动","beidawlf_01_04_12"
"beidawlf_01_04_13","1.2","1900-01-01 05:23:00.000","1900-01-01 08:52:00.000","软件工程的框架：软件工程的原则","beidawlf_01_04_13"
"beidawlf_01_04_14","1.2","1900-01-01 08:52:00.000","1900-01-01 09:43:00.000","软件工程的框架：软件工程框架的作用","beidawlf_01_04_14"
"beidawlf_01_04_15","1.2","1900-01-01 09:43:00.000","1900-01-01 11:50:00.000","软件产业的形成与发展：中国软件产业的形成","beidawlf_01_04_15"
"beidawlf_01_04_16","1.2","1900-01-01 11:50:00.000","1900-01-01 14:45:00.000","软件产业的形成与发展：全球软件产业的发展","beidawlf_01_04_16"
"beidawlf_01_04_17","1.2","1900-01-01 14:45:00.000","1900-01-01 19:53:00.000","软件产业的形成与发展：中印软件业的对比","beidawlf_01_04_17"
"beidawlf_01_04_18","1.2","1900-01-01 19:53:00.000","1900-01-02 00:11:00.000","软件产业的形成与发展：中国软件工程人才极其紧缺。","beidawlf_01_04_18"
"beidawlf_02_01","1.3","00:00:00.000","1900-01-02 01:49:00.000","划分整体框架、过各分类：基本过程、支持过程和组织过程(1)","beidawlf_02_01"
"beidawlf_02_01_01","1.3","00:00:00.000","04:41:00.000","软件工程整体框架","beidawlf_02_01_01"
"beidawlf_02_01_02","1.3","04:41:00.000","11:25:00.000","软件工程生存周期过程概念","beidawlf_02_01_02"
"beidawlf_02_01_03","1.3","11:25:00.000","12:34:00.000","软件工程生存周期过程与软件过程对比 ","beidawlf_02_01_03"
"beidawlf_02_01_04","1.3","12:34:00.000","14:43:00.000","软件开发的前期准备——任务、活动、过程","beidawlf_02_01_04"
"beidawlf_02_01_05","1.3","14:43:00.000","18:40:00.000","f积分类：基本过程、支持过程、组织过程","beidawlf_02_01_05"
"beidawlf_02_01_06","1.3","18:40:00.000","1900-01-01 12:32:00.000","基本过程分类：获取、供应、开发、运行、维护过程","beidawlf_02_01_06"
"beidawlf_02_01_07","1.3","1900-01-01 12:32:00.000","1900-01-01 16:44:00.000","软件生存周期过程和软件开发过程对比总结；软件开发过程","beidawlf_02_01_07"
"beidawlf_02_01_08","1.3","1900-01-01 16:44:00.000","1900-01-02 00:28:00.000","f种的实施准备~规划软件工程过程","beidawlf_02_01_08"
"beidawlf_02_01_09","3","1900-01-02 00:28:00.000","1900-01-02 01:49:00.000","软件需求分析","beidawlf_02_01_09"
"beidawlf_02_02","1.4","00:00:00.000","1900-01-01 22:34:00.000","划分整体框架、过各分类：基本过程、支持过程和组织过程(2)","beidawlf_02_02"
"beidawlf_02_02_01","1.4","00:00:00.000","05:12:00.000","软件体系结构设计","beidawlf_02_02_01"
"beidawlf_02_02_02","1.4","05:12:00.000","08:07:00.000","软件支持过程（文档、配置管理、质量保证、验证、确认、联合评审、审计、问题解决过程）","beidawlf_02_02_02"
"beidawlf_02_02_03","1.4","08:07:00.000","12:34:00.000","软件工程生存周期过程与软件过程对比","beidawlf_02_02_03"
"beidawlf_02_02_04","1.4","12:34:00.000","14:43:00.000","软件开发的前期准备—任务、活动、过程实现、验证
14：44—15：05过程分类
软件开发的前期准备—任务、活动、过程实现、验证
14：44—15：05过程分类
软件开发的前期准备—任务、活动、过程实现、验证
14：44—15：05过程分类
软件开发的前期准备—任务、活动、过程实现、验证
14：44—15：05过程分类
软件开发的前期准备—任务、活动、过程实现、验证
14：44—15：05过程分类
工软件开发的前期准备—任务、活动、过程实现、验证
14：44—15：05过程分类
","beidawlf_02_02_04"
"beidawlf_02_02_05","1.4","14:43:00.000","15:05:00.000","过程分类","beidawlf_02_02_05"
"beidawlf_02_02_06","1.4","15:05:00.000","22:43:00.000","验证（合同验证、过程验证、需求验证、设计验证、编码验证、集成验证、文档验证）","beidawlf_02_02_06"
"beidawlf_02_02_07","1.4","22:43:00.000","1900-01-01 03:27:00.000","确认过程、验证和确认的执行","beidawlf_02_02_07"
"beidawlf_02_02_08","1.4","1900-01-01 03:27:00.000","1900-01-01 05:29:00.000","软件测试（错误、故障、失效）","beidawlf_02_02_08"
"beidawlf_02_02_09","1.4","1900-01-01 05:29:00.000","1900-01-01 09:12:00.000","组织过程（管理过程、基础设施过程、改进过程、人力资源过程、资产管理过程、复用程序管理过程、领域软件工程过程）","beidawlf_02_02_09"
"beidawlf_02_02_10","1.4","1900-01-01 09:12:00.000","1900-01-01 16:18:00.000","管理过程（产品管理、项目管理、过程管理）","beidawlf_02_02_10"
"beidawlf_02_02_11","1.4","1900-01-01 16:18:00.000","1900-01-01 18:33:00.000","基础设施过程","beidawlf_02_02_11"
"beidawlf_02_02_12","1.4","1900-01-01 18:33:00.000","1900-01-01 22:34:00.000","软件过程之间的关系","beidawlf_02_02_12"
"beidawlf_02_03","1.4","00:00:00.000","1900-01-01 22:41:00.000","划分整体框架、过各分类：基本过程、支持过程和组织过程(3)","beidawlf_02_03"
"beidawlf_02_03_01","1.4","00:00:00.000","03:00:00.000","软件生存周期概念和软件生存周期过程","beidawlf_02_03_01"
"beidawlf_02_03_02","1.4","03:00:00.000","06:34:00.000","过程分类（基本过程、支持过程、组织过程）","beidawlf_02_03_02"
"beidawlf_02_03_03","1.4","06:34:00.000","08:56:00.000","软件生存周期模型（基本概念）","beidawlf_02_03_03"
"beidawlf_02_03_04","1.4.1","08:56:00.000","17:15:00.000","瀑布模型","beidawlf_02_03_04"
"beidawlf_02_03_05","1.4.1","17:15:00.000","21:11:00.000","关于瀑布模型的几点说明","beidawlf_02_03_05"
"beidawlf_02_03_06","1.4.1","21:11:00.000","1900-01-01 02:11:00.000","瀑布模型存在的不足","beidawlf_02_03_06"
"beidawlf_02_03_07","1.4.1","1900-01-01 02:11:00.000","1900-01-01 04:51:00.000","瀑布模型适用的情况","beidawlf_02_03_07"
"beidawlf_02_03_08","1.4.3","1900-01-01 04:51:00.000","1900-01-01 07:34:00.000","增量模型","beidawlf_02_03_08"
"beidawlf_02_03_09","1.4.3","1900-01-01 07:34:00.000","1900-01-01 10:11:00.000","关于增量模型的几点说明","beidawlf_02_03_09"
"beidawlf_02_03_10","1.4.3","1900-01-01 10:11:00.000","1900-01-01 13:31:00.000","增量模型的缺点","beidawlf_02_03_10"
"beidawlf_02_03_11","1.4.3","1900-01-01 13:31:00.000","1900-01-01 19:13:00.000","增量模型的适用情况","beidawlf_02_03_11"
"beidawlf_02_03_12","1.4.6","1900-01-01 19:13:00.000","1900-01-01 22:34:00.000","演化模型","beidawlf_02_03_12"
"beidawlf_02_04","1.4.6","00:00:00.000","1900-01-01 21:37:00.000","划分整体框架、过各分类：基本过程、支持过程和组织过程(4)","beidawlf_02_04"
"beidawlf_02_04_01","1.4.6","00:00:00.000","07:54:00.000","演化模型、演化模型的几点说明（主要特征、与瀑布模型的关使用演化模型应注意问题、演化模型的长处和不足）","beidawlf_02_04_01"
"beidawlf_02_04_02","1.4.5","07:54:00.000","10:43:00.000","喷泉模型（特征：迭代无缝、与面向对象技术的关系）","beidawlf_02_04_02"
"beidawlf_02_04_03","1.4.4","10:43:00.000","17:08:00.000","螺旋模型（特点）","beidawlf_02_04_03"
"beidawlf_02_04_04","1.4.4","17:08:00.000","22:54:00.000","关于螺旋模型的几点说明（基本步骤、特点、与其他模型的关系","beidawlf_02_04_04"
"beidawlf_02_04_05","1.4.2","22:54:00.000","1900-01-01 02:58:00.000","快速原型模型","beidawlf_02_04_05"
"beidawlf_02_04_06","1.4.7","1900-01-01 02:58:00.000","1900-01-01 06:36:00.000","面向利用的软件开发模型","beidawlf_02_04_06"
"beidawlf_02_04_07","1.4.7","1900-01-01 06:36:00.000","1900-01-01 12:00:00.000","面向利用的软件开发模型的优点、缺点","beidawlf_02_04_07"
"beidawlf_02_04_08","1.4.7","1900-01-01 12:00:00.000","1900-01-01 21:37:00.000","回顾（软件开发过程要做的事情、开发活动的组织框架、软件生存周期过程）","beidawlf_02_04_08"
"beidawlf_03_01","3.1","00:00:00.000","1900-01-02 04:21:00.000","需求的概念、需求分析的概念与需求规约过程(1)","beidawlf_03_01"
